id,smash_count,pass_count,total_votes,smash_pct
908,134804,41644,176448,76.4
909,15572,160691,176263,8.83
910,14240,161954,176194,8.08
911,27925,148230,176155,15.85
912,16917,159189,176106,9.61
913,23070,153008,176078,13.1
914,54798,121250,176048,31.13
915,14066,161899,175965,7.99
916,20866,155047,175913,11.86
917,12110,163739,175849,6.89
918,16006,159772,175778,9.11
919,11457,164257,175714,6.52
920,23069,152583,175652,13.13
921,18740,156865,175605,10.67
922,24216,151361,175577,13.79
923,32152,143391,175543,18.32
924,25158,150341,175499,14.34
925,25428,150036,175464,14.49
926,18561,156852,175413,10.58
927,26951,148432,175383,15.37
928,15864,159477,175341,9.05
929,32790,142523,175313,18.7
930,58005,117287,175292,33.09
931,13569,161670,175239,7.74
932,12391,162806,175197,7.07
933,12594,162564,175158,7.19
934,19135,155993,175128,10.93
935,17774,157318,175092,10.15
936,59592,115472,175064,34.04
937,93697,81353,175050,53.53
938,12569,162437,175006,7.18
939,15540,159434,174974,8.88
940,12725,162212,174937,7.27
941,17986,156919,174905,10.28
942,12924,161944,174868,7.39
943,17561,157275,174836,10.04
944,12046,162765,174811,6.89
945,19002,155784,174786,10.87
946,12589,162163,174752,7.2
947,14447,160301,174748,8.27
948,17751,156971,174722,10.16
949,29542,145157,174699,16.91
950,12288,162377,174665,7.04
951,12247,162389,174636,7.01
952,19013,155593,174606,10.89
953,10681,163903,174584,6.12
954,14365,160193,174558,8.23
955,15183,159347,174530,8.7
956,31704,142788,174492,18.17
957,17269,157202,174471,9.9
958,25795,148656,174451,14.79
959,68252,106169,174421,39.13
960,29703,144692,174395,17.03
961,33376,140997,174373,19.14
962,24432,149907,174339,14.01
963,20199,154106,174305,11.59
964,27701,146572,174273,15.9
965,12374,161862,174236,7.1
966,15551,158661,174212,8.93
967,43620,130575,174195,25.04
968,17886,156281,174167,10.27
969,13925,160220,174145,8.0
970,20324,153794,174118,11.67
971,13931,160163,174094,8.0
972,16268,157811,174079,9.35
973,18063,155996,174059,10.38
974,14626,159413,174039,8.4
975,19910,154115,174025,11.44
976,13599,160399,173998,7.82
977,17686,156285,173971,10.17
978,18679,155276,173955,10.74
979,25330,148609,173939,14.56
980,24491,149429,173920,14.08
981,26929,146969,173898,15.49
982,19064,154811,173875,10.96
983,29650,144212,173862,17.05
984,20744,153082,173826,11.93
985,37854,135966,173820,21.78
986,15816,157980,173796,9.1
987,62282,111492,173774,35.84
988,35561,138189,173750,20.47
989,15941,157793,173734,9.18
990,15718,157994,173712,9.05
991,16623,157074,173697,9.57
992,20945,152729,173674,12.06
993,35248,138419,173667,20.3
994,30396,143255,173651,17.5
995,31878,141749,173627,18.36
996,12647,160966,173613,7.28
997,16323,157276,173599,9.4
998,29347,144246,173593,16.91
999,15629,157955,173584,9.0
1000,27056,146515,173571,15.59
1001,17872,155674,173546,10.3
1002,48188,125341,173529,27.77
1003,18695,154817,173512,10.77
1004,17575,155920,173495,10.13
1005,44039,129446,173485,25.38
1006,99431,74050,173481,57.32
1007,65138,108341,173479,37.55
1008,74258,99215,173473,42.81
1009,58670,114758,173428,33.83
1010,59079,114339,173418,34.07
1011,17715,155655,173370,10.22
1012,14566,158782,173348,8.4
1013,16121,157205,173326,9.3
1014,27852,145461,173313,16.07
1015,14719,158578,173297,8.49
1016,44942,128342,173284,25.94
1017,38213,135061,173274,22.05
1018,24228,149027,173255,13.98
1019,30671,142579,173250,17.7
1020,30742,142484,173226,17.75
1021,29681,143532,173213,17.14
1022,21402,151786,173188,12.36
1023,35375,137794,173169,20.43
1024,22279,150837,173116,12.87
1025,23893,148908,172801,13.83
